tmpd,dptp,pm25tmean2,pm10tmean2,o3tmean2,no2tmean2
48,28,7.3,32.5,27.35551948,35.39583333
56,34.4,18.55,47.2,26.89880952,36.296875
62,44.5,29.6,40,37.19940476,32.6875
64,44.9,25.8,76.5,34.6884058,47.92255435
71,48,19.08571429,69,38.17908903,24.72758152
57,46.8,9.4,22.5,27.47826087,12.95738636
50,30.6,3.7,19.5,31.11309524,16.07291667
42,38.4,7.5125,14.2,29.84769669,18.59375
39,26,3.5,11,37.95238095,10.73958333
44,24.1,1.7,14,37.44047619,10.86458333
53,29.4,4.842857143,40,32.41019669,18.98958333
50,35.3,5.8,28.5,25.31741718,15.27452122
48,29.8,6.35,37.5,27.28503032,15.95833333
48,29.7,10.3125,28.8,27.43167702,19.99032738
46,25.7,8.7,24.5,31.02380952,19.80729167
46,26.1,13.3,31.5,26.76190476,25.01041667
42,26.6,6.185714286,25.5,20.67261905,14.84375
40,25.1,8,24,17.01190476,15.35964912
43,24.1,10.6,25.5,22.47496459,22.62386775
48,24,15.9,44.8,26.35885093,32.65956439
54,29.2,20.3,61.5,34.89285714,34.34488225
63,43.1,19.8,65.5,34.55893563,36.90476191
53,44,14.05,25.5,34.20833333,22.02083333
64,47.3,17.1,42,43.61309524,23.390625
70,56.1,16.4,62.5,31.92559524,23.296875
71,51.7,7.6625,33.25,31.12189441,22.87726449
49,36.7,5.1,17,24.40178571,12.13541667
61,49.8,17,36,18.16964286,25.38541667
56,43.6,6.9,14,28.86011905,11.16666667
48,37.5,2.4,10,19.69345238,11.75
52,35.1,4.828571429,20.75,24.14705675,17.04211957
60,42.8,13.35,37,32.80344203,24.45089286
66,46.3,16.8,48,42.00595238,22.50284091
62,56.7,31.52857143,43.5,21.06055901,27.22916667
58,44.9,13.95,24.5,37.57440476,17.19791667
58,44,13.8,42,32.74107143,31.77604167
69,47.8,11.05,28,34.125,22.4375
61,48.3,9.8,18.5,32.41369048,13.95697464
57,45.5,8.7,13,27.04283126,16.39311594
58,44.7,7.05,19,25.46337992,20.02130682
66,43.9,10.8,39.5,22,29.89492754
59,44,8.7,37.5,22.6885352,22.39266304
58,44.8,7.214285714,16.4,21.18452381,21.64583333
59,49,8.328571429,14,22.89078675,20.81906703
65,49.8,15.4,27.5,37.21998518,21.83854167
66,54.4,19,35.5,34.79540308,23.16666667
67,60.9,27.1125,39,29.10416667,19.20917737
72,63.5,21.4,35.5,36.09895833,21.99479167
78,62.4,16,23.5,44.1796875,11.96875
78,57.6,7.228571429,33,35.63541667,19.89039855
77,62.4,16.8,39.5,39.29449728,27.9848279
78,65.1,19.2,37,33.46150362,30.13179348
77,63.4,13.77142857,29.6,25.1966712,33.19270833
78,68.1,20.1,38,32.70437047,25.25520833
80,67.5,14.5,27,33.7109375,14.29166667
75,66.5,13.18571429,18,26.93229167,13.51041667
78,64.2,19.4,31,37.54479578,19.7358631
74,60.1,6.8,30,35.2216115,14.39243659
64,57.3,6.1875,17.4,18.72961957,14.72727273
66,46.8,6.8,19.5,26.00994318,19.92708333
61,49,5.6,9.5,20.99977355,13.80729167
62,50.7,4.2,8.5,19.03645833,13.859375
65,53.5,7,19,26.58854167,14.02777778
69,54.5,16.6,42.5,34.68319746,33.99278846
75,58,16.47142857,41,40.06521739,25.5
72,44.6,11.3,19,31.82341074,20.15583827
77,60.8,23.3,62.5,44.32631341,26.83854167
86,63.4,31.85714286,74,50.96648551,23.75
80,66,28.1,48,46.39880952,22.79166667
82,66.1,23,42.5,55.2202381,17.19791667
82,64.6,51.5375,79,55.23585721,28.54936594
85,64.1,31.2,57.5,50.29144022,26.55397727
82,67.5,22.2,47,43.02807971,25.85939992
82,63.4,15.88571429,38,45.11775362,19.4375
69,51.6,6.3,16,30.03645833,9.322916667
65,50.2,4.2,13,30.79166667,9.277777778
70,55.8,16.1125,26.8,38.40104167,15.65987319
77,64.4,23.2,32.5,36.60416667,12.96875
72,61.9,12.68571429,16,33.86680665,10.32638889
73,58,9.9,21.5,36.09534706,11.25362319
73,54.1,9.3,18,37.25520833,18.06227355
72,52.5,16.35,37.5,42.19270833,21.72916667
76,53.2,15.4,28,57.90625,23.95833333
76,58.8,19.1,38,57.64515399,19.70833333
79,65.5,26.1875,35,58.84125906,14.81622024
80,66,19.1,25,39.33333333,10.16220238
79,67,19.6,31.5,34.52581522,12.50611413
79,65.6,15.75714286,28.4,27.39662591,16.09895833
81,63.8,19.6,29,38.08854167,16.59375
84,67,32.7,42.5,44.64322917,16.27083333
83,64.6,12.8375,37.5,36.44780344,13.01895704
79,57.6,10.9,35,36.91301113,19.39880952
78,67.8,15.6,37.5,26.12042984,27.68087121
79,68.9,12.375,23.8,35.3736413,22.45954106
75,65.3,10,14.5,36.31770833,16.03348214
90,70.9,22.05,44,47.60416667,11.96354167
65,53.3,7.675,15.4,21.3832654,14.50163691
66,52.1,14.8,29,23.0859375,25.85280797
73,59.7,12.8375,22,32.43489583,18.91145833
79,64.6,20.8,29.5,40.84895833,20.16666667
81,65,28.7,56.5,41.94904891,26.83110119
79,66.1,44.4875,60,40.67130888,29.2803442
84,69,37.9,64,39.32110507,23.61931818
82,66.1,21.6,45.5,37.29744112,18.67708333
73,56.5,7.428571429,27.5,28.03645833,17.81770833
72,55.9,11,20.5,33.39583333,19.55208333
74,57.8,25.9,40,44.99479167,28.375
78,57.8,31.6625,55.4,39.61288496,38.86972991
80,63.5,33,65.5,43.28634511,28.88451087
79,65.9,16,33.5,42.87530585,19.58863636
72,67,14.78571429,24,21.54347826,31.85416667
72,61,10.1,14,27.40885417,15.125
69,57.5,7.6,15,22.74479167,15.86111111
71,62.4,16.4,34.5,27.38756794,29.00694444
74,62,21.4,36.5,34.12182971,26.80208333
71,60.8,20.7625,41,39.41983696,23.953125
79,66.9,14.5,28,35.8140625,17.68597445
78,67.7,9.885714286,18.6,27.2734375,15.79166667
74,54.4,7.9,12,24.38020833,13.83423913
67,52.7,4,8,22.7417346,10.16145833
66,52.7,5.085714286,9,27.16791214,12.96761775
72,58.5,18.5,46.5,35.56101191,22.13162879
75,64.3,31.3,49.4,37.45643939,30.95217803
76,59.6,18.6,30,31.65625,19.65625
75,57.6,12,19,35.00520833,16.75520833
74,59,13.35714286,26.5,33.42006341,23.71127717
71,61.3,15.9,22,32.3285779,19.27581522
71,58.9,8.1,18.5,17.50769928,19.36505682
76,51.4,9.8,33,21.32235054,28.19261299
72,46.1,8.6,37.5,22.61299819,26.79166667
69,54.6,10.25,17.5,21.44791667,19.25
70,55.8,12.28571429,24,25.5625,18.16666667
73,57.6,17.4,25,39.234375,17.921875
74,56.8,28.9,50,41.51766304,27.64130435
78,60.3,32.37142857,53.8,39.42821558,34.72321429
72,64.7,17.1,23,41.09191782,16.609375
74,62.8,20.1,39,36.58152174,21.59895833
80,62.9,37.8875,55,47.578125,19.38541667
80,61.8,56.5,65,51.73958333,18.875
79,57.7,44.3,78.5,44.54234601,28.0483631
83,59.8,28.675,59,39.34201046,25.74810606
67,57.9,8.5,18,23.86892361,14.67850379
62,52.9,6.6,12,23.1953125,14.09375
62,55.4,7.428571429,12,23.97395833,16.25
65,54.4,9.7,21.5,20.109375,22.57291667
68,55.8,15,22,25.203125,24.38020833
75,64.7,19.68571429,29.6,25.56748188,19.96875
69,55.9,13.2,32.5,20.1879529,35.92527174
70,54.7,18.2,49,29.04658385,33.17708333
75,64.5,22.54285714,42.5,34.20269151,18.88392857
65,52.9,4.8,9.5,25.52056277,11.125
67,59.2,18.4,25.5,14.22619048,22.73611111
71,67.4,21.42857143,26,13.52678571,18.34722222
60,58.6,7.6,14.5,12.52782091,19.91666667
61,51.2,14.9,32.5,13.3602955,30.05555556
62,53.2,9.916666667,28.5,18.41330228,24.75
53,34.9,5.3,14.5,12.32362836,19.40277778
58,38,7.9,33.5,15.5639234,26.98611111
65,48.4,16.4,29.2,25.95238095,28.27777778
69,62,21.7,28,29.45238095,19.56944444
78,67.3,23,43,25.23977743,21.16468254
79,66.3,23.15,46.5,27.52510352,22.65277778
58,38.8,6.3,16.5,13.32078157,11.68055556
49,37.6,4.271428571,10.75,15.14583333,14.42222222
48,38.9,4.5,6.5,26,11.48611111
53,43.1,4.4,7.5,27.77380952,10.73611111
54,47.2,7.871428571,12.5,18.54761905,17.375
58,52,7.6,13.5,11.95833333,15.55555556
59,54.4,18.7,24.5,3.04373706,20.98611111
61,53.2,29.8,48.2,8.994306418,29.3870773
62,48.2,16.1,38.5,15.14583333,28.15277778
58,34.9,5.4,20.5,23.75297619,23.22222222
52,39.5,7.9,12.5,16.94642857,20.05555556
58,44.8,11.65,29.5,14.66873706,28.01388889
58,42.1,11.2,36,12.81612319,31.49335749
56,41.3,5.6125,16.4,23.30975908,17.51875902
51,40.3,6.8,17,18.75,17.14613527
53,41.3,9.6,12.5,22.2452307,19.83928571
46,39.9,13.3375,18,8.270833333,23.5
40,36.7,8.5,10,11.64285714,18.08333333
46,37.9,5,7,11.73511905,15.40458937
45,37.7,4.4875,8.25,14.62732919,18.1370773
44,33.5,7.6,14,10.09821429,25.12896825
44,35.9,10.8,19,10.03571429,27.66666667
44,35.1,16.925,25.5,10.20678054,33.18055556
45,34.3,22.6,37,11.49107143,27.875
54,37,20.7,25,26.16071429,18.04166667
54,49.4,31.925,39.2,11.42579522,21.57789855
48,37.5,16,27,6.936050725,22.72853535
52,35.4,8.5,28.5,11.89166667,23.0102657
62,40.7,9.675,34.5,24.87717391,22.56944444
60,38,14.8,47.5,18.90625,24.79166667
54,50.6,27.2,32,11.47222222,18.20833333
51,42,5.9875,10.4,15.125,13.98611111
49,43.2,17.4,31,7.370742754,25.0641822
55,49.8,40,36.5,4.100543478,27.22222222
54,37.8,8.4375,25,17.89583333,11.91666667
47,30.5,14.8,41.5,8.197916667,33.94444444
54,38.7,13.84285714,27.5,20.55208333,22.52777778
49,35.7,5.7,17.5,24.92708333,9.763888889
39,33.6,8.3,17,10.46875,24.71980676
46,42.5,9.3,10.5,8.451086957,16.59722222
29,19.2,4.7,27.5,16.96875,10.34722222
22,7.8,8.8,20.5,12.82291667,20.63888889
30,21.1,11.71428571,22.4,4.527777778,24.95833333
43,28.1,15.8,25.5,11.38888889,26.72916667
39,33,19.1,17,9.819444444,19.04166667
42,31.5,12.85,21,11.70833333,14.86086957
29,-0.6,3.275,12.5,26.69444444,8.833333333
20,5.3,5.5,16,11.54166667,22.6875
32,20.4,17.9,21,6.680555556,27.10416667
48,46,19.16666667,16,11.66666667,20.95833333
50,44.7,12.4,18.5,15.23641304,16.07509158
33,22.9,7.9,14,11.59103261,13.0942029
24,17.2,12.61428571,17.8,9.190217391,21.88888889
25,18,18.4,18.5,7.03125,24.44444444
25,19,13.34285714,20,10.33333333,25.19444444
20,15.8,15.3,15.5,13.17708333,21.70833333
11,3.2,24.61666667,33,4.701539855,29.08333333
8,-1.8,37.8,39,3.916213768,34.30952381
16,15.6,24.3,31,5.995265152,34.22222222
20,10.9,25.45,22,5.958333333,31.41666667
22,16.2,18.2,30,9.135416667,28.70833333
20,17.2,10.6,14,11.33333333,22.55555556
19,11.6,19.225,28.75,5.03125,39.74621212
26,19.8,26.5,21,6.628623188,29.56944444
32,27.4,26.9,16,3.802083333,30.63383838
30,27.9,14.4,16.5,4.895833333,25.43055556
21,14.7,11,22,11.16666667,16.875
16,7.3,13.8,20,8.59375,20.73611111
10,1.9,12.2,17.5,13.55208333,19.11111111
5,-0.3,21.15,21,8.058876812,31.79166667
13,7.7,25.75,32,3.849184783,32.89772727
12,7.7,37.92857143,59.5,3.663949275,34.86111111
22,23.3,36.65,42.5,5.385416667,33.73026316
41,32.6,32.9,34.5,6.90625,29.08333333
37,35.2,30.77142857,25.2,1.770833333,31.98611111
35,32.1,6.7,8,14.35416667,13.79166667
35,29.6,8.4,8.5,14.04166667,16.81944444
40,33.6,23.56,27,4.46875,23.5
37,34.5,17.75,27.5,3.260416667,19.28562802
35,29.4,7.45,23.5,6.794836957,19.97222222
36,31,15.05714286,19.2,3.03442029,22.80555556
35,30.1,15,23.5,2.53125,13.25
